game_num,event_id,event_time,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,p0_pos_x,p0_pos_y,p0_pos_z,p0_vel_x,p0_vel_y,p0_vel_z,p0_boost,p1_pos_x,p1_pos_y,p1_pos_z,p1_vel_x,p1_vel_y,p1_vel_z,p1_boost,p2_pos_x,p2_pos_y,p2_pos_z,p2_vel_x,p2_vel_y,p2_vel_z,p2_boost,p3_pos_x,p3_pos_y,p3_pos_z,p3_vel_x,p3_vel_y,p3_vel_z,p3_boost,p4_pos_x,p4_pos_y,p4_pos_z,p4_vel_x,p4_vel_y,p4_vel_z,p4_boost,p5_pos_x,p5_pos_y,p5_pos_z,p5_vel_x,p5_vel_y,p5_vel_z,p5_boost,boost0_timer,boost1_timer,boost2_timer,boost3_timer,boost4_timer,boost5_timer,player_scoring_next,team_scoring_next,team_A_scoring_within_10sec,team_B_scoring_within_10sec
737,737004,-73.40469,-48.042004,-40.821,20.639,6.2471995,27.879,-13.4246,-59.426403,-82.31441,0.34,1.513,27.0386,0.0072000003,37.66,-36.3656,-64.522995,3.5551999,-2.971,45.8996,-0.6236,37.28,-81.5808,-60.2006,12.0384,0.033,-0.9136,-24.535,7.45,-36.2508,32.4282,0.3404,-26.6628,-5.1716,-0.0022,43.97,51.9352,-88.652405,0.34,39.675,21.5852,0.0068,1.177,-81.5762,-0.72239995,5.7814,0.22459999,15.8338,-10.0054,82.4,-4.0,0.0,-4.105,0.0,0.0,0.0,4,B,0,0
737,737004,-73.290665,-47.314598,-37.5748,18.9812,6.2247996,27.7782,-14.890201,-59.112797,-80.083,0.34,5.7076,26.426,0.0072000003,37.66,-36.6358,-59.927002,3.505,-2.6394,45.922596,-0.3268,36.47,-81.5798,-60.489,9.9644,0.0068,-5.5958004,-25.0052,7.45,-38.8306,31.478,0.3404,-24.655602,-13.19,-0.0022,39.94,55.1206,-86.6776,0.34,36.8474,25.506,0.0072000003,0.0,-81.4132,1.5586,4.0898,2.4402,17.3184,-12.6086,81.0,-3.88,0.0,-3.986,0.0,0.0,0.0,4,B,0,0
737,737004,-73.17514,-46.486603,-33.878998,16.8774,6.1991997,27.663,-16.5586,-57.8702,-76.2006,0.34,9.9452,25.5446,0.0066000004,37.66,-36.8118,-56.8662,3.4842002,-2.6394,45.922596,-0.3098,36.47,-81.5776,-62.2592,5.9453998,0.26299998,-14.8718,-22.771599,7.45,-40.7376,30.09,0.3404,-21.2602,-19.284,-0.0028,36.12,58.586002,-83.822,0.34,31.944199,31.1194,0.0074,98.7,-80.9686,3.4966002,2.8779998,6.1898,21.026201,-11.518399,77.2,-3.768,-9.92,-3.873,0.0,0.0,0.0,4,B,0,0
737,737004,-73.06762,-45.919,-31.3472,15.302199,6.1815996,27.586,-17.701601,-57.065,-74.3006,0.34,11.5826,25.016201,0.0069999998,37.66,-37.2298,-49.5968,3.4348001,-2.6394,45.922596,-0.3094,36.47,-81.405,-63.7996,3.9548001,3.9968,-18.2358,-20.610401,7.45,-42.743397,27.6372,0.3404,-16.0734,-25.235601,-0.003,32.66,62.619198,-78.137794,0.34,19.8184,40.1118,0.002,95.25,-80.4264,5.1794,2.058,8.5228,23.471,-10.155399,73.7,-3.666,-9.82,-3.77,0.0,0.0,0.0,4,B,0,0
737,737004,-72.95689,-45.1992,-28.135,13.1462,6.1591997,27.488,-19.1518,-55.7544,-71.8672,0.34,14.1892,23.853601,0.0068,37.66,-37.493797,-45.0056,3.3984,-2.639,45.9198,-0.634,36.47,-80.909,-65.0762,2.6896,9.850201,-19.67,-17.697199,7.45,-43.8824,25.3682,0.3404,-11.6282,-28.7252,-0.003,28.73,64.2084,-73.8908,0.34,12.4724,44.257202,0.0022,91.3,-79.432205,7.6721997,1.1528,11.2146,26.018,-7.9302,69.8,-3.549,-9.7,-3.654,0.0,0.0,0.0,4,B,0,0
737,737004,-72.850266,-44.482002,-24.934198,10.8214,6.1368,27.39,-20.597,-53.1622,-67.9918,0.34,16.259,22.973999,0.0066000004,37.66,-37.6902,-41.5592,3.316,-2.5452,45.912003,-1.263,32.97,-78.3984,-68.4616,0.6064,18.7478,-20.7326,-6.1852,7.45,-44.954,19.586401,0.3404,-0.2358,-33.4272,-0.003,25.22,64.8842,-70.5028,0.34,6.1373997,45.5886,0.0022,87.8,-77.0622,12.2098,0.3524,16.6348,28.1194,-1.9580001,66.25,-3.445,-9.6,-3.55,0.0,0.0,0.0,4,B,0,0
737,737004,-72.742134,-43.818398,-21.9722,8.5118,6.1159997,27.299,-21.934399,-52.2094,-66.6528,0.34,16.3054,22.981,0.0066000004,37.66,-38.0794,-34.6552,3.1572,-2.8418,45.9046,-0.8298,29.25,-76.952,-70.0272,0.32279998,19.6028,-20.9452,-1.8724,7.45,-44.8352,17.6152,0.3404,3.7570002,-33.998,-0.003,21.52,64.7704,-63.642597,0.34,-6.4078,45.029198,0.0066000004,88.25,-76.043,13.8684,0.31219998,18.031801,28.6752,-0.0774,62.56,-3.336,-9.49,-3.441,0.0,0.0,0.0,4,B,0,0
737,737004,-72.62813,-43.157204,-19.02,6.058,6.0952,27.208,-23.2672,-49.753597,-62.9288,0.34,14.8276005,23.9742,0.0066000004,37.66,-38.3754,-30.4402,3.093,-3.5898001,45.855602,-0.6026,25.56,-75.264,-71.717995,0.3086,20.941599,-19.4802,0.4818,7.45,-43.702797,12.089399,0.9814,8.3382,-36.1978,7.0484004,17.83,63.9416,-59.5728,0.34,-10.7026005,43.9616,0.0066000004,88.25,-74.1498,16.8052,0.3328,19.5486,30.0494,0.15020001,58.88,-3.227,-9.38,-3.33,0.0,0.0,0.0,4,B,0,0
737,737004,-72.51977,-42.447598,-15.851801,3.2538002,6.0728,27.11,-24.6976,-48.541,-60.9164,0.34,14.387199,24.2496,0.0066000004,37.66,-38.791397,-25.8494,3.0379999,-4.6457996,45.7616,-0.5224,21.7,-71.3154,-74.7424,0.3398,23.5548,-15.839399,0.0194,7.45,-42.7018,7.7214003,1.9142,8.7304,-38.5236,8.3236,13.96,62.692997,-55.233597,0.34,-14.276999,42.743797,0.0068,88.25,-71.9844,20.1782,0.3396,20.320799,32.101,0.0168,55.0,-3.111,-9.266,-3.217,0.0,0.0,0.0,4,B,0,0
737,737004,-72.40528,-41.812,-13.2926,2.5658,5.6238003,19.5726,14.681601,-47.228397,-58.6898,0.34,14.463,24.1918,0.0068,37.66,-39.6774,-18.604599,2.957,-6.4446,45.543198,-0.5178,31.52,-69.5334,-75.9066,0.3402,23.8686,-15.346601,0.004,7.45,-42.042797,4.7668,2.506,8.816401,-40.0918,7.5648,10.15,59.7588,-48.900803,0.34,-22.006,37.0748,0.0066000004,88.25,-68.3564,26.0184,0.3398,20.7782,33.758602,0.0088,54.9,-2.998,-9.16,-3.104,0.0,0.0,0.0,4,B,0,0
737,737004,-72.29366,-41.3558,-11.0924,3.941,-5.3428,56.5698,9.4422,-44.775,-55.271202,0.34,18.5586,20.998602,0.0072000003,37.66,-40.3668,-14.089399,2.9048002,-6.3048,42.418,-0.118999995,27.72,-66.1384,-78.0588,0.3402,24.005,-15.1276,0.004,7.45,-40.7954,-1.131,3.4944,8.7671995,-42.9798,6.5126,6.36,58.2214,-46.509598,0.34,-23.728401,35.018997,0.0066000004,88.25,-66.2956,29.404,0.3398,20.159399,34.1028,0.009,54.9,-2.887,-9.04,-2.99,0.0,0.0,0.0,4,B,0,0
737,737004,-72.18075,-42.6114,-8.019199,5.414,-42.560802,11.757,27.8476,-42.7698,-53.3116,0.34,21.0616,18.610401,0.0066000004,37.66,-40.8154,-11.2372,2.8957999,-7.0973997,43.1696,-0.0968,23.98,-63.7368,-79.5702,0.3402,24.0174,-15.1058,0.004,7.45,-40.631397,-3.7157998,3.8494,-5.0754,-45.375,5.5986,2.62,55.6702,-43.1544,0.34,-27.1596,32.0848,0.0069999998,88.25,-65.006805,31.706202,0.3398,18.6204,34.8964,0.0092,54.9,-2.775,-8.93,-2.88,0.0,0.0,0.0,4,B,0,0
737,737004,-72.07505,-46.8606,-6.845,8.124001,-42.431202,11.721,26.463799,-41.5128,-52.2564,0.34,21.8328,17.7742,0.0066000004,37.66,-41.47,-7.8371997,2.7894,-9.887199,5.3934,-0.95199996,20.47,-62.1352,-80.5766,0.3402,24.0186,-15.1022,0.004,7.45,-41.1194,-6.5528,4.2376003,-12.9346,1.6869999,5.7721996,0.0,52.987404,-40.4214,0.34,-30.914,27.876799,0.0068,88.25,-63.4202,34.9604,0.3398,16.0172,36.038002,0.0094,54.9,-2.672,-8.83,-2.775,0.0,0.0,0.0,4,B,0,0
737,737004,-71.96311,-51.8016,-5.48,11.1108,-42.28,11.679,24.854599,-37.711597,-49.514,0.34,23.578602,15.3764,0.0068,37.66,-42.9966,-7.0024,2.6624,-7.6404,4.4174,-1.2204,18.05,-59.7328,-82.086205,0.3402,24.0186,-15.1008,0.004,7.45,-43.3738,-6.4408,4.4818,-13.8612,0.5416,-0.3014,0.0,47.418,-36.3828,0.34,-35.548798,20.5698,0.0069999998,88.25,-61.3836,41.1566,0.3398,8.652801,38.0186,0.0094,54.9,-2.559,-8.71,-2.662,0.0,0.0,0.0,4,B,0,0
737,737004,-71.852615,-57.0758,-4.023,14.103199,-42.117996,11.634,23.136799,-35.584198,-48.058,0.34,22.681002,16.612,0.0069999998,49.8,-43.6326,-6.6344,2.5114,-7.6378,4.4148,-2.2988,18.05,-56.313198,-84.1974,0.3402,24.2784,-14.6622,0.004,7.45,-44.6454,-6.3924,4.4532,-13.8616,0.5392,-0.309,0.0,44.3584,-34.8988,0.34,-37.583,15.4566,0.0069999998,88.25,-60.8228,44.347202,0.3398,5.0628,38.46,0.0094,54.9,-2.451,-8.61,-2.555,0.0,0.0,0.0,4,B,0,0
737,737004,-71.74145,-61.2806,-2.8614001,16.3426,-41.9884,11.598001,21.7674,-34.0972,-46.9146,0.34,21.78,17.7832,0.0069999998,49.8,-44.7138,-6.0088,2.0482001,-7.6284003,4.4098,-4.1356,18.05,-53.8666,-85.6294,0.3402,24.7684,-13.7008,0.0044,7.45,-45.5702,-6.3571997,4.4323997,-13.8616,0.5392,-0.309,0.0,38.9604,-32.961998,0.34,-37.8724,14.0928,0.0069999998,88.25,-60.6024,47.2364,0.3398,1.2202,38.5206,0.0094,54.9,-2.34,-8.49,-2.443,0.0,0.0,0.0,4,B,0,0
737,737004,-71.63091,-66.1698,-1.5106,18.7826,-41.837204,11.556,20.174799,-30.6636,-43.1254,0.34,15.2578,23.3344,0.0072000003,49.8,-45.3468,-5.6424,1.6542,-7.559,4.3804,-5.2084002,18.05,-50.0056,-87.3112,0.3402,26.6092,-8.4866,0.005,7.45,-48.1134,-6.2604,4.3752,-13.8616,0.5392,-0.309,0.0,35.886,-31.6204,0.34,-35.858,17.996,0.0072000003,88.25,-61.406002,54.2504,0.3398,-8.7784,38.6948,0.0044,51.03,-2.225,-8.38,-2.33,0.0,0.0,0.0,4,B,0,0
737,737004,-71.51824,-70.694,-0.261,20.8822,-41.6992,11.516999,18.701,-29.5866,-41.0806,0.34,10.9223995,25.4292,0.0072000003,49.8,-45.972202,-5.2791996,1.171,-7.4546003,4.3454,-6.288,18.05,-47.538597,-87.864006,0.3402,27.026001,-3.5658,0.0052,7.45,-49.269398,-6.2164,4.3306,-13.8616,0.53900003,-0.958,0.0,33.005,-29.9524,0.34,-33.6168,21.4376,0.0066000004,88.25,-62.1594,57.544,0.3398,-8.6626005,40.3348,0.0046,47.25,-2.113,-8.266,-2.217,0.0,0.0,0.0,4,B,0,0
737,737004,-71.40777,-75.5498,1.0802,22.965,-41.5508,11.475,17.1192,-29.059399,-39.561203,0.34,7.5926,26.4506,0.0072000003,49.8,-47.0088,-4.6896,0.9472,-4.8992,2.6416001,1.5717999,18.05,-45.3178,-87.8796,0.3402,26.1102,2.7189999,0.0054,7.45,-51.2406,-6.1456,4.0654,-13.9714,0.4666,-2.6794,0.0,27.341002,-25.9004,0.34,-31.79,23.918402,0.0066000004,88.25,-62.603397,59.945,0.3398,-6.8665996,41.767597,0.0046,46.28,-2.002,-8.16,-2.107,0.0,0.0,0.0,4,B,0,0
737,737004,-71.29864,-80.043,2.3214,24.7342,-41.413,11.436,15.6554,-28.6802,-34.4544,0.8094,-1.459,26.0518,6.673,49.8,-47.357597,-4.5144,1.1173999,-4.5098,2.174,2.2892,18.05,-41.3814,-86.7142,0.3402,23.941399,10.455999,0.004,7.45,-52.7604,-6.098,3.6978,-14.079599,0.41759998,-4.0054,0.0,24.963001,-24.0982,0.34,-31.661001,24.086,0.0066000004,88.25,-63.445,68.115204,0.3398,-3.1104002,42.7684,0.0088,46.28,-1.894,-8.05,-1.998,0.0,0.0,0.0,4,B,0,0
737,737004,-71.18953,-77.4672,3.55,25.966599,24.758202,10.4452,9.5148,-28.826,-31.850801,1.5641999,-1.4433999,25.985802,8.2868,49.8,-47.727596,-4.3342,1.256,-4.3901997,2.1734,1.1012,18.05,-39.7938,-85.9714,0.3402,23.771002,11.545601,0.004,7.45,-53.7018,-6.0712,3.4,-14.1518,0.38959998,-4.8288,0.0,20.251,-20.4416,0.34,-30.6306,25.260801,0.0068,88.25,-63.6694,72.3934,0.3398,-0.924,42.769398,0.0094,46.28,-1.784,-7.94,-1.89,0.0,0.0,0.0,4,B,0,0
737,737004,-71.08039,-74.9956,4.5928,26.8462,24.681398,10.4116,8.1866,-28.944399,-29.6902,2.2592,-1.4253999,25.9196,7.9286,48.56,-48.088398,-4.1522,1.298,-4.2802,2.1892,0.0228,18.05,-37.41,-84.773796,0.3402,23.863798,12.3542,0.004,7.45,-55.122997,-6.0341997,2.8498,-14.268001,0.3504,-6.0768,0.0,17.3588,-17.746601,0.34,-27.064,28.618,0.0069999998,88.25,-63.6106,75.237,0.3398,2.5068,42.4952,0.0095999995,46.28,-1.675,-7.832,-1.78,0.0,0.0,0.0,4,B,0,0
737,737004,-70.9713,-72.3266,5.7186,27.6496,24.5982,10.3752,6.7526,-29.0676,-27.351398,3.2716,-1.4912,25.6632,12.8176,44.9,-48.883198,-3.7301998,1.0552,-4.0232,2.1994,-2.4484,18.05,-33.8118,-82.4708,0.3402,21.3942,16.738,0.0044,7.45,-57.398197,-5.9838,1.7210001,-14.4628,0.294,-8.08,0.0,15.4954,-15.478399,0.34,-22.9144,31.513,0.0069999998,88.25,-62.3464,81.7688,0.3398,12.379399,39.9234,0.009,100.0,-1.566,-7.723,-1.671,0.0,-9.89,0.0,4,B,0,0
737,737004,-70.86218,-69.4624,6.9265995,28.341202,24.5086,10.3359995,5.2134004,-29.3996,-23.3152,5.165,-2.8778,27.8646,12.6288,41.22,-49.2132,-3.5464,0.802,-3.9112,2.1954,-3.5256,18.05,-32.0856,-80.9908,0.3402,20.2234,18.4892,0.0042,7.45,-58.6084,-5.9602003,0.9988,-14.57,0.2726,-9.1472,0.0,13.556999,-12.1472,0.34,-16.2554,34.653603,0.0069999998,85.75,-60.971603,85.708,0.3398,13.9354,39.2938,0.0092,100.0,-1.457,-7.613,-1.5625,0.0,-9.78,0.0,4,B,0,0
737,737004,-70.75305,-66.6084,8.13,28.853601,24.421598,10.2984,3.6796,-29.736399,-20.4808,6.4486,-3.7726002,28.6642,13.061,37.4,-49.5308,-3.3114002,0.3214,0.5648,0.8182,-0.4736,18.05,-30.4264,-79.403,0.3402,19.692,19.4564,0.0042,7.45,-59.838398,-5.9656,0.3342,-15.1838,-0.7044,-3.7022,0.0,11.835601,-5.8378005,0.6968,-5.4488,40.138798,6.1456,81.94,-60.0844,88.3408,0.3398,12.7992,39.65,0.0092,100.0,-1.344,-7.5,-1.449,0.0,-9.67,0.0,4,B,0,0
737,737004,-70.63893,-64.576004,8.987,29.1102,24.3596,10.2724,2.5874,-30.1578,-17.595,7.788,-4.5696,28.9512,13.6942005,33.7,-49.363598,-3.2776,0.33240002,2.8166,-0.0582,0.147,18.05,-27.553799,-76.0658,0.6996,17.0688,22.2282,6.4003997,7.45,-62.442596,-5.9334,0.3342,-17.5112,1.0228,0.1392,0.0,11.978001,-2.2676,1.1486,8.7998,44.9024,4.725,78.25,-59.0882,91.6646,0.3398,11.4168005,40.0382,0.0092,100.0,-1.233,-7.39,-1.339,0.0,-9.555,0.0,4,B,0,0
737,737004,-70.52981,-61.537403,10.2685995,29.3246,24.2666,10.2334,0.95419997,-30.438799,-15.9066,8.6,-4.9923997,28.927801,14.094399,30.0,-48.8638,-3.3502,0.3398,5.5664,-1.0486,0.0186,18.05,-25.3852,-73.177,1.4728,22.2946,30.9488,6.0902004,7.45,-63.933,-5.755,0.3396,-18.1288,3.1720002,0.0256,0.0,12.635,1.1098,1.4510001,8.7422,44.9846,3.56,78.8,-56.39,99.05981,0.6446,19.7224,33.9568,7.1109996,100.0,-1.125,-7.28,-1.2295,0.0,-9.45,0.0,4,B,0,0
737,737004,-70.420715,-58.913,11.3752,29.346,24.186,10.1996,-0.45520002,-31.5138,-10.3996,11.383,-5.8835998,28.633799,14.0862,29.4,-48.432404,-3.4362,0.3402,7.1728,-1.4626,0.0047999998,18.05,-23.8974,-71.1112,1.845,22.3328,31.017601,5.1854,7.45,-65.4542,-5.3658004,0.3402,-18.2338,6.0334,0.0056,0.0,14.0182,8.231,1.575,8.7422,44.9846,-0.3038,78.8,-54.891003,100.9132,1.4458001,24.0482,22.0932,15.494399,100.0,-1.016,-7.17,-1.12,0.0,-9.34,0.0,4,B,0,0
737,737004,-70.311615,-56.097,12.563001,29.199,24.0992,10.1632,-1.9666001,-31.911201,-8.4908,12.3032,-6.1382003,28.6322,13.874599,26.95,-46.9978,-3.7368,0.3402,10.654799,-2.3286,0.0042,18.05,-20.357399,-66.1926,2.122,22.3556,31.0732,-0.32259998,19.61,-68.4564,-3.6479998,0.3402,-15.544399,13.264,0.005,0.0,14.6006,11.2294,1.5541999,8.7422,44.9846,-0.309,78.8,-53.066402,101.9722,2.8334,24.466398,7.7108,20.368599,100.0,-0.9062,-7.062,-1.012,0.0,-9.234,0.0,4,B,0,0
737,737004,-70.202515,-53.4908,13.6618,28.9046,24.0186,10.1294,-3.3651998,-32.9874,-3.9332001,14.5859995,-7.4062,29.056002,14.875799,23.28,-45.948196,-4.0182,0.3402,12.0326,-3.7944,0.0044,18.05,-18.31,-63.346603,2.0911999,22.316399,31.0172,-0.3314,19.61,-69.9476,-1.9738001,0.3402,-12.0532,17.2104,0.005,0.0,15.547,16.1018,1.5203999,8.7422,44.9846,-0.309,78.8,-48.359398,102.076,6.6776,25.171202,-0.32819998,18.0724,100.0,-0.7974,-6.953,-0.9023,0.0,-9.125,0.0,4,B,0,0
737,737004,-70.09342,-50.8936,14.7574,28.458601,23.938,10.0956,-4.7592,-33.6798,-1.26,15.918,-7.5618,29.1764,14.016999,21.12,-44.9914,-4.324,0.3402,13.3202,-4.299,0.0042,18.05,-16.638199,-61.0234,2.0667999,22.266,30.9392,-0.3168,19.61,-70.8834,-0.2644,0.3402,-8.906,19.655401,0.0042,0.0,16.9296,23.229599,1.4710001,8.7182,45.0914,-0.3064,78.8,-46.878,102.0646,7.6871996,25.5266,-0.1188,16.7784,100.0,-0.6885,-6.844,-0.7935,0.0,-9.016,0.0,4,B,0,0
